Suhu Udara (°C),Tekanan Udara Area Pit (hPa),Kelembapan Jalur Hauling (%),Kecepatan Angin (m/s),Curah Hujan (mm),Kepadatan Dump Truck (Unit/Jam),Indeks Aktivitas Blasting (Ppm),Debu_1_Jam_Lalu,Debu_2_Jam_Lalu,Tren_Suhu_3Jam,Tren_Truk_3Jam
-2.9,1027.6,-5.9,1.0,0.0,7400.0,65.0,258.0,257.0,-3.066666666666663,5300.0
-2.8,1027.2,-5.3,0.4,0.0,7900.0,75.0,267.0,258.0,-2.9333333333333287,6700.0
-3.2,1026.5,-5.8,1.4,0.0,7100.0,71.0,292.0,267.0,-2.966666666666663,7466.666666666667
-4.9,1026.1,-6.7,1.2,0.0,6800.0,66.0,278.0,292.0,-3.6333333333333293,7266.666666666667
-5.9,1025.9,-7.4,0.9,0.0,6400.0,57.0,267.0,278.0,-4.6666666666666625,6766.666666666667
-6.0,1025.9,-7.5,0.9,0.0,5800.0,47.0,253.0,267.0,-5.599999999999997,6333.333333333333
-6.8,1025.8,-7.9,0.4,0.0,5000.0,45.0,240.0,253.0,-6.23333333333333,5733.333333333333
-5.1,1026.0,-6.8,0.8,0.0,6300.0,56.0,199.0,240.0,-5.966666666666662,5700.0
-2.5,1025.9,-7.6,1.0,0.0,6000.0,77.0,222.0,199.0,-4.799999999999996,5766.666666666667
-0.8,1025.1,-7.4,1.6,0.0,5400.0,77.0,227.0,222.0,-2.799999999999996,5900.0
0.4,1024.0,-7.1,1.3,0.0,3400.0,67.0,236.0,227.0,-0.9666666666666625,4933.333333333333
1.5,1022.7,-6.3,1.2,0.0,3400.0,65.0,215.0,236.0,0.36666666666667086,4066.6666666666665
2.6,1022.0,-5.3,1.1,0.0,3500.0,61.0,239.0,215.0,1.5000000000000042,3433.3333333333335
2.5,1021.8,-5.6,1.1,0.0,3600.0,62.0,241.0,239.0,2.200000000000004,3500.0
1.9,1022.1,-5.3,1.1,0.0,4000.0,60.0,242.0,241.0,2.3333333333333375,3700.0
0.3,1022.3,-5.3,1.0,0.0,4500.0,60.0,252.0,242.0,1.5666666666666709,4033.3333333333335
-0.4,1022.8,-5.0,0.8,0.0,4700.0,55.0,284.0,252.0,0.6000000000000042,4400.0
-1.1,1023.4,-4.8,0.7,0.0,5300.0,47.0,299.0,284.0,-0.39999999999999575,4833.333333333333
-2.1,1023.6,-4.9,1.1,0.0,5600.0,44.0,313.0,299.0,-1.1999999999999957,5200.0
-2.3,1023.7,-4.6,0.8,0.0,7200.0,46.0,325.0,313.0,-1.8333333333333293,6033.333333333333
-3.0,1024.1,-4.7,0.7,0.0,8000.0,35.0,428.0,325.0,-2.4666666666666623,6933.333333333333
-3.5,1024.1,-4.6,0.2,0.0,8600.0,38.0,527.0,428.0,-2.9333333333333287,7933.333333333333
-2.9,1023.9,-4.3,1.4,0.0,9600.0,48.0,538.0,527.0,-3.1333333333333293,8733.333333333334
-3.9,1024.0,-4.9,1.1,0.0,10000.0,60.0,523.0,538.0,-3.4333333333333287,9400.0
-4.3,1024.3,-5.0,1.1,0.0,9500.0,56.0,472.0,523.0,-3.6999999999999957,9700.0
-0.4,1024.1,-5.2,1.9,0.0,6200.0,61.0,483.0,472.0,-2.8666666666666623,8566.666666666666
-1.8,1023.9,-5.5,0.8,0.0,2800.0,57.0,382.0,483.0,-2.1666666666666625,6166.666666666667
-3.4,1024.3,-5.7,0.9,0.0,2600.0,45.0,130.0,382.0,-1.8666666666666625,3866.6666666666665
-3.0,1024.6,-5.8,2.1,0.0,1400.0,32.0,107.0,130.0,-2.733333333333329,2266.6666666666665
-4.4,1024.9,-7.0,1.2,0.0,900.0,22.0,49.0,107.0,-3.5999999999999956,1633.3333333333333
1.2,1025.9,-9.7,4.3,0.0,800.0,17.0,15.0,49.0,-2.0666666666666624,1033.3333333333333
2.1,1026.9,-10.1,3.4,0.0,900.0,18.0,9.0,15.0,-0.36666666666666253,866.6666666666666
3.0,1027.3,-10.0,3.3,0.0,700.0,15.0,11.0,9.0,2.1000000000000045,800.0
3.6,1027.1,-10.1,3.4,0.0,600.0,13.0,12.0,11.0,2.9000000000000044,733.3333333333334
4.1,1026.7,-10.8,4.1,0.0,700.0,10.0,11.0,12.0,3.5666666666666713,666.6666666666666
4.7,1026.0,-10.6,3.6,0.0,500.0,10.0,12.0,11.0,4.133333333333337,600.0
5.0,1025.9,-10.8,4.9,0.0,500.0,9.0,7.0,12.0,4.600000000000004,566.6666666666666
5.2,1026.1,-10.6,4.8,0.0,500.0,9.0,14.0,7.0,4.966666666666671,500.0
4.8,1026.2,-10.9,4.0,0.0,400.0,11.0,7.0,14.0,5.000000000000004,466.6666666666667
4.2,1026.6,-10.7,3.8,0.0,500.0,11.0,9.0,7.0,4.733333333333338,466.6666666666667
3.8,1027.4,-10.7,2.7,0.0,500.0,12.0,7.0,9.0,4.266666666666671,466.6666666666667
3.5,1028.3,-10.6,1.7,0.0,800.0,17.0,9.0,7.0,3.833333333333338,600.0
2.6,1029.1,-10.3,1.6,0.0,1000.0,22.0,16.0,9.0,3.3000000000000043,766.6666666666666
1.3,1029.6,-10.5,2.2,0.0,800.0,17.0,22.0,16.0,2.4666666666666712,866.6666666666666
0.2,1030.0,-11.2,1.3,0.0,800.0,20.0,14.0,22.0,1.3666666666666714,866.6666666666666
-0.5,1030.3,-11.3,1.5,0.0,1000.0,22.0,17.0,14.0,0.33333333333333776,866.6666666666666
-1.4,1030.2,-11.3,0.9,0.0,1000.0,24.0,22.0,17.0,-0.5666666666666622,933.3333333333334
-1.6,1030.2,-10.2,0.8,0.0,1100.0,23.0,33.0,22.0,-1.1666666666666623,1033.3333333333333
-1.6,1030.4,-10.7,1.6,0.0,800.0,14.0,33.0,33.0,-1.533333333333329,966.6666666666666
-3.0,1030.5,-10.3,1.1,0.0,700.0,12.0,28.0,33.0,-2.0666666666666624,866.6666666666666
-2.4,1030.4,-10.5,1.2,0.0,700.0,11.0,21.0,28.0,-2.333333333333329,733.3333333333334
-3.7,1030.1,-10.8,0.7,0.0,800.0,13.0,19.0,21.0,-3.033333333333329,733.3333333333334
-5.8,1030.0,-10.6,1.0,0.0,700.0,8.0,19.0,19.0,-3.966666666666662,733.3333333333334
-5.5,1030.2,-11.0,0.7,0.0,800.0,7.0,11.0,19.0,-4.999999999999996,766.6666666666666
-5.1,1030.2,-10.9,1.0,0.0,1000.0,6.0,11.0,11.0,-5.4666666666666615,833.3333333333334
-3.0,1030.7,-10.8,1.5,0.0,1700.0,20.0,13.0,11.0,-4.533333333333329,1166.6666666666667
-1.6,1031.0,-10.4,1.5,0.0,2000.0,27.0,30.0,13.0,-3.2333333333333285,1566.6666666666667
-0.3,1030.5,-10.5,1.7,0.0,1600.0,23.0,41.0,30.0,-1.6333333333333286,1766.6666666666667
1.6,1029.3,-10.3,1.3,0.0,1200.0,20.0,39.0,41.0,-0.09999999999999527,1600.0
2.9,1028.0,-10.1,0.9,0.0,1400.0,21.0,29.0,39.0,1.4000000000000048,1400.0
3.1,1027.2,-9.9,1.3,0.0,1500.0,22.0,47.0,29.0,2.533333333333338,1366.6666666666667
3.7,1026.7,-9.7,1.5,0.0,1600.0,21.0,61.0,47.0,3.233333333333338,1500.0
3.4,1026.5,-9.6,1.2,0.0,1800.0,26.0,61.0,61.0,3.4000000000000044,1633.3333333333333
2.1,1026.2,-8.9,1.3,0.0,1900.0,26.0,44.0,61.0,3.0666666666666713,1766.6666666666667
1.0,1026.2,-8.5,1.1,0.0,2200.0,24.0,78.0,44.0,2.166666666666671,1966.6666666666667
-1.4,1026.3,-8.6,1.0,0.0,2600.0,28.0,87.0,78.0,0.5666666666666713,2233.3333333333335
-2.5,1026.2,-8.4,1.3,0.0,3300.0,24.0,98.0,87.0,-0.966666666666662,2700.0
-2.7,1025.8,-8.0,0.9,0.0,4000.0,27.0,98.0,98.0,-2.1999999999999953,3300.0
-3.5,1025.5,-7.6,0.4,0.0,4900.0,38.0,107.0,98.0,-2.8999999999999955,4066.6666666666665
-3.4,1025.2,-7.5,1.8,0.0,5200.0,39.0,150.0,107.0,-3.1999999999999957,4700.0
-2.5,1024.5,-8.2,1.1,0.0,5300.0,47.0,193.0,150.0,-3.133333333333329,5133.333333333333
-3.5,1023.8,-7.3,1.0,0.0,5400.0,66.0,209.0,193.0,-3.133333333333329,5300.0
-4.7,1023.7,-7.3,0.8,0.0,4300.0,64.0,211.0,209.0,-3.5666666666666615,5000.0
-3.6,1023.1,-7.7,1.5,0.0,4100.0,56.0,167.0,211.0,-3.9333333333333287,4600.0
-5.1,1022.3,-7.7,1.0,0.0,3600.0,46.0,136.0,167.0,-4.466666666666662,4000.0
-5.7,1021.7,-8.3,1.2,0.0,3400.0,42.0,108.0,136.0,-4.7999999999999945,3700.0
-6.3,1021.1,-8.4,0.7,0.0,4000.0,36.0,93.0,108.0,-5.699999999999996,3666.6666666666665
-6.8,1021.1,-8.6,0.7,0.0,3700.0,29.0,107.0,93.0,-6.266666666666662,3700.0
-6.8,1021.2,-8.8,0.9,0.0,2300.0,26.0,113.0,107.0,-6.633333333333328,3333.3333333333335
-3.6,1021.5,-8.3,1.2,0.0,2800.0,22.0,89.0,113.0,-5.733333333333328,2933.3333333333335
-2.1,1021.1,-8.0,1.4,0.0,3200.0,29.0,91.0,89.0,-4.166666666666662,2766.6666666666665
-0.2,1020.6,-7.9,1.2,0.0,2800.0,38.0,107.0,91.0,-1.9666666666666621,2933.3333333333335
1.3,1019.2,-7.7,0.8,0.0,3000.0,48.0,108.0,107.0,-0.3333333333333286,3000.0
2.8,1017.7,-7.7,1.0,0.0,2800.0,55.0,123.0,108.0,1.3000000000000047,2866.6666666666665
4.3,1016.7,-7.2,0.5,0.0,2900.0,56.0,130.0,123.0,2.8000000000000043,2900.0
4.2,1016.7,-7.0,1.1,0.0,3000.0,60.0,149.0,130.0,3.7666666666666715,2900.0
3.9,1016.4,-7.0,1.0,0.0,3300.0,55.0,168.0,149.0,4.133333333333337,3066.6666666666665
1.2,1017.0,-6.9,1.1,0.0,3700.0,48.0,177.0,168.0,3.100000000000005,3333.3333333333335
-1.2,1017.2,-6.7,1.2,0.0,3800.0,51.0,180.0,177.0,1.3000000000000047,3600.0
-1.2,1017.2,-6.2,1.2,0.0,4200.0,44.0,198.0,180.0,-0.39999999999999525,3900.0
-2.4,1017.5,-6.1,0.7,0.0,4600.0,38.0,219.0,198.0,-1.5999999999999952,4200.0
-2.5,1017.6,-5.5,0.9,0.0,5400.0,42.0,231.0,219.0,-2.0333333333333283,4733.333333333333
-3.1,1017.3,-5.6,0.1,0.0,5200.0,43.0,258.0,231.0,-2.666666666666662,5066.666666666667
-3.2,1017.4,-5.2,1.4,0.0,7500.0,55.0,263.0,258.0,-2.9333333333333287,6033.333333333333
-4.4,1017.5,-5.9,0.7,0.0,7300.0,87.0,324.0,263.0,-3.5666666666666624,6666.666666666667
-3.6,1016.8,-5.5,1.1,0.0,7400.0,92.0,351.0,324.0,-3.733333333333329,7400.0
-4.2,1017.0,-5.6,0.5,0.0,6100.0,53.0,327.0,351.0,-4.066666666666662,6933.333333333333
-3.7,1016.7,-5.9,0.6,0.0,5500.0,48.0,282.0,327.0,-3.8333333333333286,6333.333333333333
-4.4,1016.0,-6.1,0.4,0.0,6600.0,36.0,258.0,282.0,-4.099999999999995,6066.666666666667
-4.7,1015.7,-6.8,0.7,0.0,7100.0,34.0,271.0,258.0,-4.266666666666662,6400.0
-5.2,1015.7,-7.0,0.3,0.0,7000.0,36.0,277.0,271.0,-4.766666666666662,6900.0
-5.2,1015.8,-6.7,1.2,0.0,6600.0,32.0,265.0,277.0,-5.033333333333329,6900.0
-3.9,1016.1,-6.1,1.0,0.0,7500.0,46.0,239.0,265.0,-4.766666666666662,7033.333333333333
-3.0,1016.5,-5.6,0.9,0.0,6000.0,52.0,225.0,239.0,-4.033333333333329,6700.0
0.1,1017.1,-5.7,0.8,0.0,5800.0,69.0,211.0,225.0,-2.2666666666666617,6433.333333333333
2.1,1016.9,-5.1,1.0,0.0,4700.0,72.0,218.0,211.0,-0.2666666666666619,5500.0
3.7,1016.1,-5.8,1.2,0.0,3600.0,57.0,211.0,218.0,1.9666666666666714,4700.0
4.6,1015.0,-5.5,1.2,0.0,3600.0,47.0,188.0,211.0,3.4666666666666717,3966.6666666666665
6.0,1014.1,-5.7,1.5,0.0,3600.0,43.0,202.0,188.0,4.766666666666672,3600.0
6.1,1014.2,-5.6,1.4,0.0,3500.0,42.0,204.0,202.0,5.566666666666671,3566.6666666666665
5.6,1014.2,-5.4,1.1,0.0,3000.0,39.0,201.0,204.0,5.900000000000005,3366.6666666666665
2.5,1014.7,-5.4,1.1,0.0,3100.0,36.0,182.0,201.0,4.733333333333338,3200.0
0.1,1015.1,-4.9,1.0,0.0,3700.0,40.0,170.0,182.0,2.733333333333338,3266.6666666666665
-0.7,1015.7,-4.4,0.5,0.0,4700.0,38.0,208.0,170.0,0.6333333333333381,3833.3333333333335
-1.7,1016.6,-4.4,0.6,0.0,5900.0,46.0,250.0,208.0,-0.7666666666666618,4766.666666666667
-2.0,1016.7,-4.5,0.6,0.0,7300.0,50.0,359.0,250.0,-1.4666666666666621,5966.666666666667
-2.8,1016.7,-4.5,0.7,0.0,7800.0,50.0,440.0,359.0,-2.166666666666662,7000.0
-3.0,1017.2,-4.0,1.3,0.0,7300.0,44.0,519.0,440.0,-2.5999999999999956,7466.666666666667
-3.2,1017.0,-4.0,0.5,0.0,7700.0,44.0,489.0,519.0,-2.999999999999995,7600.0
-3.3,1016.8,-4.0,1.2,0.0,8800.0,44.0,498.0,489.0,-3.166666666666662,7933.333333333333
-3.2,1016.8,-3.6,1.0,0.0,8800.0,36.0,541.0,498.0,-3.2333333333333285,8433.333333333334
-3.4,1017.3,-4.7,1.1,0.0,9600.0,30.0,532.0,541.0,-3.2999999999999954,9066.666666666666
-2.6,1017.3,-3.2,1.8,0.0,6500.0,29.0,547.0,532.0,-3.0666666666666615,8300.0
-3.4,1017.9,-3.7,2.1,0.0,4300.0,33.0,407.0,547.0,-3.133333333333329,6800.0
-3.0,1018.3,-3.1,0.9,0.0,4800.0,23.0,212.0,407.0,-2.999999999999995,5200.0
-2.8,1018.9,-2.9,0.9,0.0,3600.0,12.0,245.0,212.0,-3.0666666666666615,4233.333333333333
-2.6,1019.1,-3.2,0.9,0.0,2700.0,9.0,205.0,245.0,-2.7999999999999954,3700.0
-2.5,1019.9,-3.1,0.8,0.0,2500.0,6.0,177.0,205.0,-2.633333333333329,2933.3333333333335
-1.4,1020.1,-3.1,0.9,0.0,2300.0,12.0,181.0,177.0,-2.166666666666662,2500.0
-0.1,1020.0,-4.4,1.5,0.0,1800.0,18.0,167.0,181.0,-1.3333333333333286,2200.0
1.7,1018.8,-5.7,1.3,0.0,4600.0,29.0,141.0,167.0,0.06666666666667138,2900.0
1.8,1017.7,-7.0,2.3,0.0,4500.0,34.0,226.0,141.0,1.133333333333338,3633.3333333333335
2.3,1017.5,-6.8,1.4,0.0,3600.0,38.0,270.0,226.0,1.933333333333338,4233.333333333333
2.2,1017.4,-6.4,1.6,0.0,1800.0,36.0,249.0,270.0,2.1000000000000045,3300.0
2.2,1017.8,-6.7,0.8,0.0,1800.0,26.0,131.0,249.0,2.2333333333333383,2400.0
0.8,1018.2,-5.2,0.9,0.0,2700.0,14.0,125.0,131.0,1.733333333333338,2100.0
-0.1,1019.2,-3.7,0.8,0.0,3000.0,12.0,187.0,125.0,0.9666666666666716,2500.0
-1.3,1020.2,-3.7,0.6,0.0,2800.0,10.0,206.0,187.0,-0.1999999999999953,2833.3333333333335
-2.0,1020.7,-3.0,0.7,0.0,2900.0,6.0,211.0,206.0,-1.1333333333333286,2900.0
-2.7,1021.4,-3.5,0.2,0.0,3500.0,4.0,208.0,211.0,-1.9999999999999953,3066.6666666666665
-3.2,1021.8,-3.9,0.4,0.0,3900.0,5.0,208.0,208.0,-2.633333333333329,3433.3333333333335
-3.5,1022.1,-4.2,0.1,0.0,4600.0,15.0,209.0,208.0,-3.133333333333329,4000.0
-3.8,1022.4,-4.1,0.2,0.0,4900.0,12.0,238.0,209.0,-3.499999999999995,4466.666666666667
-4.4,1023.0,-4.5,0.9,0.0,4800.0,13.0,250.0,238.0,-3.899999999999995,4766.666666666667
-4.3,1023.6,-4.7,0.5,0.0,4600.0,28.0,243.0,250.0,-4.166666666666662,4766.666666666667
0.1,1024.3,-9.4,2.9,0.0,1800.0,30.0,228.0,243.0,-2.866666666666662,3733.3333333333335
0.2,1024.5,-11.2,3.0,0.0,600.0,13.0,108.0,228.0,-1.3333333333333286,2333.3333333333335
-0.8,1024.8,-12.4,2.1,0.0,600.0,7.0,14.0,108.0,-0.16666666666666194,1000.0
-1.4,1025.3,-13.0,3.2,0.0,600.0,6.0,8.0,14.0,-0.666666666666662,600.0
-1.7,1026.1,-13.3,4.0,0.0,600.0,6.0,9.0,8.0,-1.2999999999999954,600.0
-2.1,1027.0,-13.6,2.1,0.0,600.0,3.0,11.0,9.0,-1.7333333333333283,600.0
-2.1,1027.6,-14.5,3.2,0.0,600.0,4.0,12.0,11.0,-1.9666666666666621,600.0
-1.3,1027.9,-15.2,3.7,0.0,500.0,2.0,12.0,12.0,-1.8333333333333286,566.6666666666666
-0.2,1027.5,-15.3,3.5,0.0,500.0,2.0,10.0,12.0,-1.1999999999999953,533.3333333333334
0.5,1026.5,-15.5,3.6,0.0,500.0,2.0,9.0,10.0,-0.3333333333333286,500.0
0.3,1025.7,-15.7,4.1,0.0,500.0,3.0,12.0,9.0,0.20000000000000473,500.0
1.0,1025.0,-16.0,3.3,0.0,500.0,5.0,12.0,12.0,0.6000000000000048,500.0
1.3,1024.9,-16.1,1.8,0.0,500.0,4.0,13.0,12.0,0.8666666666666715,500.0
1.4,1024.7,-16.5,2.2,0.0,500.0,5.0,14.0,13.0,1.233333333333338,500.0
0.8,1024.9,-17.5,3.0,0.0,600.0,7.0,15.0,14.0,1.1666666666666714,533.3333333333334
0.7,1025.6,-17.6,3.1,0.0,700.0,9.0,16.0,15.0,0.9666666666666713,600.0
-0.2,1026.1,-17.4,2.9,0.0,800.0,11.0,19.0,16.0,0.43333333333333807,700.0
-1.1,1026.6,-18.2,1.7,0.0,700.0,8.0,19.0,19.0,-0.1999999999999953,733.3333333333334
-2.1,1026.8,-19.1,1.6,0.0,600.0,6.0,20.0,19.0,-1.1333333333333286,700.0
-2.8,1027.6,-19.2,2.4,0.0,600.0,4.0,14.0,20.0,-1.9999999999999953,633.3333333333334
-3.5,1027.5,-19.0,2.0,0.0,600.0,4.0,12.0,14.0,-2.7999999999999954,600.0
-3.9,1027.7,-19.4,2.0,0.0,500.0,2.0,11.0,12.0,-3.399999999999995,566.6666666666666
-3.8,1027.4,-19.7,3.0,0.0,500.0,2.0,13.0,11.0,-3.7333333333333285,533.3333333333334
-4.3,1027.5,-20.1,4.4,0.0,500.0,2.0,10.0,13.0,-3.999999999999995,500.0
-4.9,1027.6,-19.8,2.7,0.0,500.0,2.0,7.0,10.0,-4.333333333333329,500.0
-4.9,1027.1,-20.2,3.7,0.0,500.0,2.0,6.0,7.0,-4.699999999999996,500.0
-5.8,1027.0,-20.6,2.3,0.0,500.0,2.0,7.0,6.0,-5.199999999999995,500.0
-6.0,1027.2,-20.4,3.5,0.0,500.0,2.0,8.0,7.0,-5.566666666666662,500.0
-5.9,1027.3,-20.7,3.9,0.0,600.0,4.0,7.0,8.0,-5.899999999999995,533.3333333333334
-6.7,1027.6,-20.7,2.2,0.0,700.0,4.0,8.0,7.0,-6.199999999999995,600.0
-5.2,1028.1,-20.1,2.5,0.0,800.0,7.0,14.0,8.0,-5.933333333333327,700.0
-3.6,1027.8,-20.4,2.2,0.0,800.0,7.0,14.0,14.0,-5.166666666666662,766.6666666666666
-2.1,1027.4,-20.0,2.2,0.0,800.0,3.0,15.0,14.0,-3.633333333333328,800.0
-1.1,1026.1,-19.7,2.4,0.0,700.0,2.0,17.0,15.0,-2.2666666666666617,766.6666666666666
0.0,1024.8,-19.8,1.5,0.0,700.0,2.0,14.0,17.0,-1.0666666666666618,733.3333333333334
0.3,1024.0,-19.5,1.9,0.0,700.0,2.0,14.0,14.0,-0.26666666666666167,700.0
1.4,1023.6,-19.2,1.8,0.0,700.0,2.0,13.0,14.0,0.5666666666666716,700.0
1.0,1023.5,-17.9,1.1,0.0,1100.0,9.0,15.0,13.0,0.9000000000000051,833.3333333333334
-0.5,1023.6,-16.4,2.2,0.0,1400.0,17.0,32.0,15.0,0.6333333333333384,1066.6666666666667
-1.4,1024.1,-15.3,2.0,0.0,1400.0,19.0,54.0,32.0,-0.29999999999999494,1300.0
-2.1,1024.6,-14.9,2.3,0.0,1700.0,19.0,58.0,54.0,-1.3333333333333284,1500.0
-1.9,1025.2,-14.7,2.4,0.0,1800.0,19.0,72.0,58.0,-1.7999999999999947,1633.3333333333333
-2.7,1025.4,-14.5,1.3,0.0,2100.0,20.0,84.0,72.0,-2.2333333333333285,1866.6666666666667
-5.2,1025.8,-13.5,0.8,0.0,2400.0,21.0,89.0,84.0,-3.266666666666662,2100.0
-6.4,1025.9,-12.7,0.7,0.0,2500.0,16.0,89.0,89.0,-4.766666666666662,2333.3333333333335
-6.5,1025.8,-13.2,1.7,0.0,1900.0,17.0,88.0,89.0,-6.033333333333329,2266.6666666666665
-6.2,1025.6,-13.1,1.1,0.0,2200.0,19.0,64.0,88.0,-6.366666666666663,2200.0
-5.5,1025.8,-15.6,0.9,0.0,1500.0,16.0,61.0,64.0,-6.066666666666662,1866.6666666666667
-6.2,1025.7,-15.2,0.2,0.0,1200.0,10.0,46.0,61.0,-5.9666666666666615,1633.3333333333333
-7.0,1025.6,-15.2,0.5,0.0,900.0,7.0,35.0,46.0,-6.233333333333328,1200.0
-7.9,1025.7,-15.4,0.5,0.0,800.0,6.0,29.0,35.0,-7.033333333333329,966.6666666666666
-8.1,1026.0,-15.6,0.3,0.0,800.0,5.0,18.0,29.0,-7.666666666666662,833.3333333333334
-8.6,1026.6,-15.6,0.9,0.0,1000.0,5.0,14.0,18.0,-8.199999999999994,866.6666666666666
-8.0,1027.3,-15.5,1.0,0.0,1700.0,25.0,18.0,14.0,-8.233333333333327,1166.6666666666667
-3.7,1028.0,-14.8,1.4,0.0,1900.0,37.0,29.0,18.0,-6.766666666666661,1533.3333333333333
-1.3,1028.1,-15.2,2.3,0.0,1600.0,32.0,42.0,29.0,-4.333333333333328,1733.3333333333333
0.6,1028.0,-16.7,2.8,0.0,900.0,16.0,42.0,42.0,-1.4666666666666615,1466.6666666666667
1.6,1026.7,-17.9,4.2,0.0,700.0,9.0,24.0,42.0,0.3000000000000053,1066.6666666666667
2.1,1025.7,-18.6,4.0,0.0,500.0,6.0,17.0,24.0,1.433333333333339,700.0
2.3,1025.0,-18.4,4.3,0.0,500.0,6.0,12.0,17.0,2.0000000000000053,566.6666666666666
2.7,1025.2,-18.1,4.7,0.0,500.0,5.0,11.0,12.0,2.366666666666672,500.0
2.3,1025.6,-17.8,4.4,0.0,400.0,6.0,13.0,11.0,2.4333333333333385,466.6666666666667
1.0,1026.3,-18.4,4.7,0.0,500.0,6.0,11.0,13.0,2.0000000000000053,466.6666666666667
0.3,1027.2,-17.5,4.2,0.0,500.0,6.0,12.0,11.0,1.2000000000000053,466.6666666666667
-0.2,1028.1,-17.0,2.6,0.0,700.0,9.0,9.0,12.0,0.366666666666672,566.6666666666666
-1.3,1028.4,-17.5,3.3,0.0,700.0,7.0,16.0,9.0,-0.39999999999999475,633.3333333333334
-2.4,1029.0,-18.1,4.1,0.0,600.0,7.0,16.0,16.0,-1.2999999999999947,666.6666666666666
-2.9,1029.4,-18.5,3.7,0.0,500.0,7.0,13.0,16.0,-2.1999999999999944,600.0
-3.6,1030.6,-18.7,2.3,0.0,400.0,7.0,11.0,13.0,-2.9666666666666615,500.0
-4.3,1030.9,-18.2,3.6,0.0,500.0,8.0,10.0,11.0,-3.5999999999999943,466.6666666666667
-4.5,1031.1,-17.7,2.5,0.0,500.0,9.0,8.0,10.0,-4.133333333333328,466.6666666666667
-4.5,1031.1,-17.7,3.0,0.0,400.0,7.0,8.0,8.0,-4.433333333333327,466.6666666666667
-5.1,1031.0,-17.6,3.0,0.0,400.0,6.0,9.0,8.0,-4.699999999999995,433.3333333333333
-5.3,1030.7,-17.4,3.3,0.0,400.0,6.0,11.0,9.0,-4.966666666666661,400.0
-5.8,1030.2,-18.2,3.1,0.0,500.0,8.0,10.0,11.0,-5.399999999999994,433.3333333333333
-6.1,1029.9,-18.5,2.5,0.0,500.0,6.0,10.0,10.0,-5.733333333333327,466.6666666666667
-5.8,1030.0,-18.5,3.6,0.0,500.0,7.0,10.0,10.0,-5.899999999999994,500.0
-6.0,1030.3,-18.4,3.7,0.0,600.0,7.0,10.0,10.0,-5.9666666666666615,533.3333333333334
-5.2,1030.2,-18.3,3.8,0.0,600.0,5.0,12.0,10.0,-5.666666666666661,566.6666666666666
-4.1,1029.8,-17.7,4.1,0.0,600.0,7.0,8.0,12.0,-5.099999999999994,600.0
-2.8,1028.9,-17.6,3.5,0.0,500.0,4.0,14.0,8.0,-4.033333333333327,566.6666666666666
-1.6,1027.5,-17.4,4.1,0.0,500.0,3.0,10.0,14.0,-2.8333333333333273,533.3333333333334
-0.8,1026.2,-17.5,3.5,0.0,500.0,4.0,10.0,10.0,-1.7333333333333278,500.0
0.1,1025.2,-17.6,4.2,0.0,500.0,4.0,11.0,10.0,-0.7666666666666612,500.0
0.5,1024.6,-17.8,3.9,0.0,500.0,6.0,10.0,11.0,-0.06666666666666106,500.0
0.6,1024.6,-17.7,3.5,0.0,400.0,5.0,10.0,10.0,0.40000000000000563,466.6666666666667
-0.7,1024.6,-17.9,4.1,0.0,400.0,5.0,11.0,10.0,0.13333333333333894,433.3333333333333
-0.9,1024.5,-17.2,4.4,0.0,600.0,8.0,7.0,11.0,-0.3333333333333277,466.6666666666667
-1.6,1024.5,-17.0,3.2,0.0,700.0,11.0,11.0,7.0,-1.066666666666661,566.6666666666666
-1.9,1024.6,-16.4,2.7,0.0,900.0,13.0,17.0,11.0,-1.4666666666666608,733.3333333333334
-2.7,1024.4,-16.8,1.9,0.0,900.0,15.0,19.0,17.0,-2.066666666666661,833.3333333333334
-2.8,1024.4,-16.9,3.2,0.0,700.0,16.0,24.0,19.0,-2.466666666666661,833.3333333333334
-3.2,1024.5,-16.5,2.4,0.0,700.0,14.0,19.0,24.0,-2.8999999999999946,766.6666666666666
-3.5,1024.1,-17.1,2.0,0.0,700.0,13.0,17.0,19.0,-3.1666666666666607,700.0
-3.1,1023.7,-16.8,1.9,0.0,700.0,12.0,19.0,17.0,-3.266666666666661,700.0
-3.3,1024.0,-16.6,3.6,0.0,600.0,11.0,16.0,19.0,-3.299999999999994,666.6666666666666
-3.5,1023.8,-16.8,2.2,0.0,500.0,9.0,14.0,16.0,-3.299999999999994,600.0
-3.3,1023.5,-17.0,2.6,0.0,400.0,7.0,12.0,14.0,-3.3666666666666614,500.0
-3.8,1023.6,-17.8,3.0,0.0,400.0,8.0,10.0,12.0,-3.5333333333333274,433.3333333333333
-4.5,1023.9,-17.7,3.1,0.0,500.0,8.0,8.0,10.0,-3.8666666666666605,433.3333333333333
-7.0,1024.6,-17.8,1.9,0.0,500.0,9.0,8.0,8.0,-5.099999999999994,466.6666666666667
-7.7,1025.3,-17.6,1.1,0.0,600.0,12.0,12.0,8.0,-6.399999999999994,533.3333333333334
-6.0,1026.0,-17.7,2.2,0.0,800.0,15.0,10.0,12.0,-6.899999999999994,633.3333333333334
-4.0,1026.1,-17.6,2.5,0.0,1000.0,12.0,15.0,10.0,-5.899999999999994,800.0
